Real-time data - subject to revision
Copyright Environment Canada(2024)

"Real-Time Hydrometric Data for SAN JUAN RIVER NEAR PORT RENFREW (08HA010) [BC]"

08HA010,"SAN JUAN RIVER NEAR PORT RENFREW"
Description of parameters:
46,"Water level (unit values)",m

Date (PST),Parameter ,Value (m),Approval,Qualifier
2024-11-01 05:20:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 05:25:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 05:30:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 05:35:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 05:40:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 05:45:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 05:50:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 05:55:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 06:00:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 06:05:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 06:10:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 06:15:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 06:20:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 06:25:00,46,2.905,Provisional,UNSPECIFIED
2024-11-01 06:30:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 06:35:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 06:40:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 06:45:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 06:50:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 06:55:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 07:00:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 07:05:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 07:10:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 07:15:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 07:20:00,46,2.907,Provisional,UNSPECIFIED
2024-11-01 07:25:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 07:30:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 07:35:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 07:40:00,46,2.908,Provisional,UNSPECIFIED
2024-11-01 07:45:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 07:50:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 07:55:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 08:00:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 08:05:00,46,2.908,Provisional,UNSPECIFIED
2024-11-01 08:10:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 08:15:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 08:20:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 08:25:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 08:30:00,46,2.907,Provisional,UNSPECIFIED
2024-11-01 08:35:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 08:40:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 08:45:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 08:50:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 08:55:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 09:00:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 09:05:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 09:10:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 09:15:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 09:20:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 09:25:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 09:30:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 09:35:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 09:40:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 09:45:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 09:50:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 09:55:00,46,2.908,Provisional,UNSPECIFIED
2024-11-01 10:00:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 10:05:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 10:10:00,46,2.908,Provisional,UNSPECIFIED
2024-11-01 10:15:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 10:20:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 10:25:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 10:30:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 10:35:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 10:40:00,46,2.906,Provisional,UNSPECIFIED
2024-11-01 10:45:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 10:50:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 10:55:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 11:00:00,46,2.908,Provisional,UNSPECIFIED
2024-11-01 11:05:00,46,2.906,Provisional,UNSPECIFIED
2024-11-01 11:10:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 11:15:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 11:20:00,46,2.914,Provisional,UNSPECIFIED
2024-11-01 11:25:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 11:30:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 11:35:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 11:40:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 11:45:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 11:50:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 11:55:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 12:00:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 12:05:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 12:10:00,46,2.909,Provisional,UNSPECIFIED
2024-11-01 12:15:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 12:20:00,46,2.914,Provisional,UNSPECIFIED
2024-11-01 12:25:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 12:30:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 12:35:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 12:40:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 12:45:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 12:50:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 12:55:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 13:00:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 13:05:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 13:10:00,46,2.914,Provisional,UNSPECIFIED
2024-11-01 13:15:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 13:20:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 13:25:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 13:30:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 13:35:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 13:40:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 13:45:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 13:50:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 13:55:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 14:00:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 14:05:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 14:10:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 14:15:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 14:20:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 14:25:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 14:30:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 14:35:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 14:40:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 14:45:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 14:50:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 14:55:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 15:00:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 15:05:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 15:10:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 15:15:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 15:20:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 15:25:00,46,2.920,Provisional,UNSPECIFIED
2024-11-01 15:30:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 15:35:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 15:40:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 15:45:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 15:50:00,46,2.920,Provisional,UNSPECIFIED
2024-11-01 15:55:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 16:00:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 16:05:00,46,2.920,Provisional,UNSPECIFIED
2024-11-01 16:10:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 16:15:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 16:20:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 16:25:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 16:30:00,46,2.922,Provisional,UNSPECIFIED
2024-11-01 16:35:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 16:40:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 16:45:00,46,2.922,Provisional,UNSPECIFIED
2024-11-01 16:50:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 16:55:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 17:00:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 17:05:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 17:10:00,46,2.922,Provisional,UNSPECIFIED
2024-11-01 17:15:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 17:20:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 17:25:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 17:30:00,46,2.922,Provisional,UNSPECIFIED
2024-11-01 17:35:00,46,2.923,Provisional,UNSPECIFIED
2024-11-01 17:40:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 17:45:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 17:50:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 17:55:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 18:00:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 18:05:00,46,2.926,Provisional,UNSPECIFIED
2024-11-01 18:10:00,46,2.930,Provisional,UNSPECIFIED
2024-11-01 18:15:00,46,2.927,Provisional,UNSPECIFIED
2024-11-01 18:20:00,46,2.927,Provisional,UNSPECIFIED
2024-11-01 18:25:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 18:30:00,46,2.927,Provisional,UNSPECIFIED
2024-11-01 18:35:00,46,2.928,Provisional,UNSPECIFIED
2024-11-01 18:40:00,46,2.930,Provisional,UNSPECIFIED
2024-11-01 18:45:00,46,2.929,Provisional,UNSPECIFIED
2024-11-01 18:50:00,46,2.930,Provisional,UNSPECIFIED
2024-11-01 18:55:00,46,2.929,Provisional,UNSPECIFIED
2024-11-01 19:00:00,46,2.933,Provisional,UNSPECIFIED
2024-11-01 19:05:00,46,2.931,Provisional,UNSPECIFIED
2024-11-01 19:10:00,46,2.932,Provisional,UNSPECIFIED
2024-11-01 19:15:00,46,2.933,Provisional,UNSPECIFIED
2024-11-01 19:20:00,46,2.934,Provisional,UNSPECIFIED
2024-11-01 19:25:00,46,2.933,Provisional,UNSPECIFIED
2024-11-01 19:30:00,46,2.937,Provisional,UNSPECIFIED
2024-11-01 19:35:00,46,2.934,Provisional,UNSPECIFIED
2024-11-01 19:40:00,46,2.939,Provisional,UNSPECIFIED
2024-11-01 19:45:00,46,2.934,Provisional,UNSPECIFIED
2024-11-01 19:50:00,46,2.937,Provisional,UNSPECIFIED
2024-11-01 19:55:00,46,2.943,Provisional,UNSPECIFIED
2024-11-01 20:00:00,46,2.943,Provisional,UNSPECIFIED
2024-11-01 20:05:00,46,2.938,Provisional,UNSPECIFIED
2024-11-01 20:10:00,46,2.943,Provisional,UNSPECIFIED
2024-11-01 20:15:00,46,2.947,Provisional,UNSPECIFIED
2024-11-01 20:20:00,46,2.944,Provisional,UNSPECIFIED
2024-11-01 20:25:00,46,2.941,Provisional,UNSPECIFIED
2024-11-01 20:30:00,46,2.945,Provisional,UNSPECIFIED
2024-11-01 20:35:00,46,2.947,Provisional,UNSPECIFIED
2024-11-01 20:40:00,46,2.952,Provisional,UNSPECIFIED
2024-11-01 20:45:00,46,2.947,Provisional,UNSPECIFIED
2024-11-01 20:50:00,46,2.946,Provisional,UNSPECIFIED
2024-11-01 20:55:00,46,2.950,Provisional,UNSPECIFIED
2024-11-01 21:00:00,46,2.953,Provisional,UNSPECIFIED
2024-11-01 21:05:00,46,2.951,Provisional,UNSPECIFIED
2024-11-01 21:10:00,46,2.950,Provisional,UNSPECIFIED
2024-11-01 21:15:00,46,2.951,Provisional,UNSPECIFIED
2024-11-01 21:20:00,46,2.953,Provisional,UNSPECIFIED
2024-11-01 21:25:00,46,2.956,Provisional,UNSPECIFIED
2024-11-01 21:30:00,46,2.958,Provisional,UNSPECIFIED
2024-11-01 21:35:00,46,2.958,Provisional,UNSPECIFIED
2024-11-01 21:40:00,46,2.961,Provisional,UNSPECIFIED
2024-11-01 21:45:00,46,2.959,Provisional,UNSPECIFIED
2024-11-01 21:50:00,46,2.964,Provisional,UNSPECIFIED
2024-11-01 21:55:00,46,2.961,Provisional,UNSPECIFIED
2024-11-01 22:00:00,46,2.966,Provisional,UNSPECIFIED
2024-11-01 22:05:00,46,2.963,Provisional,UNSPECIFIED
2024-11-01 22:10:00,46,2.969,Provisional,UNSPECIFIED
2024-11-01 22:15:00,46,2.968,Provisional,UNSPECIFIED
2024-11-01 22:20:00,46,2.971,Provisional,UNSPECIFIED
2024-11-01 22:25:00,46,2.973,Provisional,UNSPECIFIED
2024-11-01 22:30:00,46,2.970,Provisional,UNSPECIFIED
2024-11-01 22:35:00,46,2.975,Provisional,UNSPECIFIED
2024-11-01 22:40:00,46,2.973,Provisional,UNSPECIFIED
2024-11-01 22:45:00,46,2.976,Provisional,UNSPECIFIED
2024-11-01 22:50:00,46,2.971,Provisional,UNSPECIFIED
2024-11-01 22:55:00,46,2.981,Provisional,UNSPECIFIED
2024-11-01 23:00:00,46,2.980,Provisional,UNSPECIFIED
2024-11-01 23:05:00,46,2.978,Provisional,UNSPECIFIED
2024-11-01 23:10:00,46,2.981,Provisional,UNSPECIFIED
2024-11-01 23:15:00,46,2.982,Provisional,UNSPECIFIED
2024-11-01 23:20:00,46,2.986,Provisional,UNSPECIFIED
2024-11-01 23:25:00,46,2.983,Provisional,UNSPECIFIED
2024-11-01 23:30:00,46,2.990,Provisional,UNSPECIFIED
2024-11-01 23:35:00,46,2.992,Provisional,UNSPECIFIED
2024-11-01 23:40:00,46,2.990,Provisional,UNSPECIFIED
2024-11-01 23:45:00,46,2.991,Provisional,UNSPECIFIED
2024-11-01 23:50:00,46,2.989,Provisional,UNSPECIFIED
2024-11-01 23:55:00,46,2.991,Provisional,UNSPECIFIED
2024-11-02 00:00:00,46,2.994,Provisional,UNSPECIFIED
2024-11-02 00:05:00,46,2.996,Provisional,UNSPECIFIED
2024-11-02 00:10:00,46,3.001,Provisional,UNSPECIFIED
2024-11-02 00:15:00,46,2.996,Provisional,UNSPECIFIED
2024-11-02 00:20:00,46,2.998,Provisional,UNSPECIFIED
2024-11-02 00:25:00,46,2.999,Provisional,UNSPECIFIED
2024-11-02 00:30:00,46,3.000,Provisional,UNSPECIFIED
2024-11-02 00:35:00,46,2.998,Provisional,UNSPECIFIED
2024-11-02 00:40:00,46,3.004,Provisional,UNSPECIFIED
2024-11-02 00:45:00,46,3.006,Provisional,UNSPECIFIED
2024-11-02 00:50:00,46,3.004,Provisional,UNSPECIFIED
2024-11-02 00:55:00,46,3.010,Provisional,UNSPECIFIED
2024-11-02 01:00:00,46,3.009,Provisional,UNSPECIFIED
2024-11-02 01:05:00,46,3.010,Provisional,UNSPECIFIED
2024-11-02 01:10:00,46,3.014,Provisional,UNSPECIFIED
2024-11-02 01:15:00,46,3.012,Provisional,UNSPECIFIED
2024-11-02 01:20:00,46,3.013,Provisional,UNSPECIFIED
2024-11-02 01:25:00,46,3.014,Provisional,UNSPECIFIED
2024-11-02 01:30:00,46,3.021,Provisional,UNSPECIFIED
2024-11-02 01:35:00,46,3.019,Provisional,UNSPECIFIED
2024-11-02 01:40:00,46,3.022,Provisional,UNSPECIFIED
2024-11-02 01:45:00,46,3.019,Provisional,UNSPECIFIED
2024-11-02 01:50:00,46,3.023,Provisional,UNSPECIFIED
2024-11-02 01:55:00,46,3.031,Provisional,UNSPECIFIED
2024-11-02 02:00:00,46,3.030,Provisional,UNSPECIFIED
2024-11-02 02:05:00,46,3.028,Provisional,UNSPECIFIED
2024-11-02 02:10:00,46,3.032,Provisional,UNSPECIFIED
2024-11-02 02:15:00,46,3.031,Provisional,UNSPECIFIED
2024-11-02 02:20:00,46,3.033,Provisional,UNSPECIFIED
2024-11-02 02:25:00,46,3.034,Provisional,UNSPECIFIED
2024-11-02 02:30:00,46,3.031,Provisional,UNSPECIFIED
2024-11-02 02:35:00,46,3.040,Provisional,UNSPECIFIED
2024-11-02 02:40:00,46,3.040,Provisional,UNSPECIFIED
2024-11-02 02:45:00,46,3.043,Provisional,UNSPECIFIED
2024-11-02 02:50:00,46,3.040,Provisional,UNSPECIFIED
2024-11-02 02:55:00,46,3.042,Provisional,UNSPECIFIED
2024-11-02 03:00:00,46,3.044,Provisional,UNSPECIFIED
2024-11-02 03:05:00,46,3.042,Provisional,UNSPECIFIED
2024-11-02 03:10:00,46,3.048,Provisional,UNSPECIFIED
2024-11-02 03:15:00,46,3.048,Provisional,UNSPECIFIED
2024-11-02 03:20:00,46,3.046,Provisional,UNSPECIFIED
2024-11-02 03:25:00,46,3.047,Provisional,UNSPECIFIED
2024-11-02 03:30:00,46,3.046,Provisional,UNSPECIFIED
2024-11-02 03:35:00,46,3.049,Provisional,UNSPECIFIED
2024-11-02 03:40:00,46,3.049,Provisional,UNSPECIFIED
2024-11-02 03:45:00,46,3.054,Provisional,UNSPECIFIED
2024-11-02 03:50:00,46,3.055,Provisional,UNSPECIFIED
2024-11-02 03:55:00,46,3.058,Provisional,UNSPECIFIED
2024-11-02 04:00:00,46,3.055,Provisional,UNSPECIFIED
2024-11-02 04:05:00,46,3.059,Provisional,UNSPECIFIED
2024-11-02 04:10:00,46,3.061,Provisional,UNSPECIFIED
2024-11-02 04:15:00,46,3.053,Provisional,UNSPECIFIED
2024-11-02 04:20:00,46,3.060,Provisional,UNSPECIFIED
2024-11-02 04:25:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 04:30:00,46,3.058,Provisional,UNSPECIFIED
2024-11-02 04:35:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 04:40:00,46,3.063,Provisional,UNSPECIFIED
2024-11-02 04:45:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 04:50:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 04:55:00,46,3.064,Provisional,UNSPECIFIED
2024-11-02 05:00:00,46,3.063,Provisional,UNSPECIFIED
2024-11-02 05:05:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 05:10:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 05:15:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 05:20:00,46,3.067,Provisional,UNSPECIFIED
2024-11-02 05:25:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 05:30:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 05:35:00,46,3.067,Provisional,UNSPECIFIED
2024-11-02 05:40:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 05:45:00,46,3.067,Provisional,UNSPECIFIED
2024-11-02 05:50:00,46,3.069,Provisional,UNSPECIFIED
2024-11-02 05:55:00,46,3.070,Provisional,UNSPECIFIED
2024-11-02 06:00:00,46,3.067,Provisional,UNSPECIFIED
2024-11-02 06:05:00,46,3.070,Provisional,UNSPECIFIED
2024-11-02 06:10:00,46,3.069,Provisional,UNSPECIFIED
2024-11-02 06:15:00,46,3.071,Provisional,UNSPECIFIED
2024-11-02 06:20:00,46,3.072,Provisional,UNSPECIFIED
2024-11-02 06:25:00,46,3.070,Provisional,UNSPECIFIED
2024-11-02 06:30:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 06:35:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 06:40:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 06:45:00,46,3.069,Provisional,UNSPECIFIED
2024-11-02 06:50:00,46,3.076,Provisional,UNSPECIFIED
2024-11-02 06:55:00,46,3.067,Provisional,UNSPECIFIED
2024-11-02 07:00:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 07:05:00,46,3.063,Provisional,UNSPECIFIED
2024-11-02 07:10:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 07:15:00,46,3.069,Provisional,UNSPECIFIED
2024-11-02 07:20:00,46,3.064,Provisional,UNSPECIFIED
2024-11-02 07:25:00,46,3.071,Provisional,UNSPECIFIED
2024-11-02 07:30:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 07:35:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 07:40:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 07:45:00,46,3.058,Provisional,UNSPECIFIED
2024-11-02 07:50:00,46,3.068,Provisional,UNSPECIFIED
2024-11-02 07:55:00,46,3.067,Provisional,UNSPECIFIED
2024-11-02 08:00:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 08:05:00,46,3.063,Provisional,UNSPECIFIED
2024-11-02 08:10:00,46,3.060,Provisional,UNSPECIFIED
2024-11-02 08:15:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 08:20:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 08:25:00,46,3.061,Provisional,UNSPECIFIED
2024-11-02 08:30:00,46,3.065,Provisional,UNSPECIFIED
2024-11-02 08:35:00,46,3.060,Provisional,UNSPECIFIED
2024-11-02 08:40:00,46,3.066,Provisional,UNSPECIFIED
2024-11-02 08:45:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 08:50:00,46,3.062,Provisional,UNSPECIFIED
2024-11-02 08:55:00,46,3.059,Provisional,UNSPECIFIED
2024-11-02 09:00:00,46,3.059,Provisional,UNSPECIFIED
2024-11-02 09:05:00,46,3.057,Provisional,UNSPECIFIED
2024-11-02 09:10:00,46,3.058,Provisional,UNSPECIFIED
2024-11-02 09:15:00,46,3.055,Provisional,UNSPECIFIED
2024-11-02 09:20:00,46,3.053,Provisional,UNSPECIFIED
2024-11-02 09:25:00,46,3.054,Provisional,UNSPECIFIED
2024-11-02 09:30:00,46,3.054,Provisional,UNSPECIFIED
2024-11-02 09:35:00,46,3.055,Provisional,UNSPECIFIED
2024-11-02 09:40:00,46,3.053,Provisional,UNSPECIFIED
2024-11-02 09:45:00,46,3.047,Provisional,UNSPECIFIED
2024-11-02 09:50:00,46,3.054,Provisional,UNSPECIFIED
2024-11-02 09:55:00,46,3.052,Provisional,UNSPECIFIED
2024-11-02 10:00:00,46,3.048,Provisional,UNSPECIFIED
2024-11-02 10:05:00,46,3.048,Provisional,UNSPECIFIED
2024-11-02 10:10:00,46,3.052,Provisional,UNSPECIFIED
2024-11-02 10:15:00,46,3.046,Provisional,UNSPECIFIED
2024-11-02 10:20:00,46,3.047,Provisional,UNSPECIFIED
2024-11-02 10:25:00,46,3.046,Provisional,UNSPECIFIED
2024-11-02 10:30:00,46,3.045,Provisional,UNSPECIFIED
2024-11-02 10:35:00,46,3.050,Provisional,UNSPECIFIED
2024-11-02 10:40:00,46,3.047,Provisional,UNSPECIFIED
2024-11-02 10:45:00,46,3.043,Provisional,UNSPECIFIED
2024-11-02 10:50:00,46,3.042,Provisional,UNSPECIFIED
2024-11-02 10:55:00,46,3.045,Provisional,UNSPECIFIED
2024-11-02 11:00:00,46,3.044,Provisional,UNSPECIFIED
2024-11-02 11:05:00,46,3.040,Provisional,UNSPECIFIED
2024-11-02 11:10:00,46,3.041,Provisional,UNSPECIFIED
2024-11-02 11:15:00,46,3.043,Provisional,UNSPECIFIED
2024-11-02 11:20:00,46,3.045,Provisional,UNSPECIFIED
2024-11-02 11:25:00,46,3.040,Provisional,UNSPECIFIED
2024-11-02 11:30:00,46,3.035,Provisional,UNSPECIFIED
2024-11-02 11:35:00,46,3.036,Provisional,UNSPECIFIED
2024-11-02 11:40:00,46,3.035,Provisional,UNSPECIFIED
2024-11-02 11:45:00,46,3.040,Provisional,UNSPECIFIED
2024-11-02 11:50:00,46,3.036,Provisional,UNSPECIFIED
2024-11-02 11:55:00,46,3.036,Provisional,UNSPECIFIED
2024-11-02 12:00:00,46,3.041,Provisional,UNSPECIFIED
2024-11-02 12:05:00,46,3.036,Provisional,UNSPECIFIED
2024-11-02 12:10:00,46,3.034,Provisional,UNSPECIFIED
2024-11-02 12:15:00,46,3.037,Provisional,UNSPECIFIED
2024-11-02 12:20:00,46,3.034,Provisional,UNSPECIFIED
2024-11-02 12:25:00,46,3.033,Provisional,UNSPECIFIED
2024-11-02 12:30:00,46,3.032,Provisional,UNSPECIFIED
2024-11-02 12:35:00,46,3.031,Provisional,UNSPECIFIED
2024-11-02 12:40:00,46,3.033,Provisional,UNSPECIFIED
2024-11-02 12:45:00,46,3.028,Provisional,UNSPECIFIED
2024-11-02 12:50:00,46,3.027,Provisional,UNSPECIFIED
2024-11-02 12:55:00,46,3.031,Provisional,UNSPECIFIED
2024-11-02 13:00:00,46,3.027,Provisional,UNSPECIFIED
2024-11-02 13:05:00,46,3.021,Provisional,UNSPECIFIED
2024-11-02 13:10:00,46,3.023,Provisional,UNSPECIFIED
2024-11-02 13:15:00,46,3.028,Provisional,UNSPECIFIED
2024-11-02 13:20:00,46,3.027,Provisional,UNSPECIFIED
2024-11-02 13:25:00,46,3.026,Provisional,UNSPECIFIED
2024-11-02 13:30:00,46,3.025,Provisional,UNSPECIFIED
2024-11-02 13:35:00,46,3.028,Provisional,UNSPECIFIED
2024-11-02 13:40:00,46,3.021,Provisional,UNSPECIFIED
2024-11-02 13:45:00,46,3.022,Provisional,UNSPECIFIED
2024-11-02 13:50:00,46,3.025,Provisional,UNSPECIFIED
2024-11-02 13:55:00,46,3.018,Provisional,UNSPECIFIED
2024-11-02 14:00:00,46,3.023,Provisional,UNSPECIFIED
2024-11-02 14:05:00,46,3.020,Provisional,UNSPECIFIED
2024-11-02 14:10:00,46,3.020,Provisional,UNSPECIFIED
2024-11-02 14:15:00,46,3.017,Provisional,UNSPECIFIED
2024-11-02 14:20:00,46,3.016,Provisional,UNSPECIFIED
2024-11-02 14:25:00,46,3.017,Provisional,UNSPECIFIED
2024-11-02 14:30:00,46,3.016,Provisional,UNSPECIFIED
2024-11-02 14:35:00,46,3.011,Provisional,UNSPECIFIED
2024-11-02 14:40:00,46,3.010,Provisional,UNSPECIFIED
2024-11-02 14:45:00,46,3.016,Provisional,UNSPECIFIED
2024-11-02 14:50:00,46,3.016,Provisional,UNSPECIFIED
2024-11-02 14:55:00,46,3.012,Provisional,UNSPECIFIED
2024-11-02 15:00:00,46,3.014,Provisional,UNSPECIFIED
2024-11-02 15:05:00,46,3.011,Provisional,UNSPECIFIED
2024-11-02 15:10:00,46,3.014,Provisional,UNSPECIFIED
