ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,created_by,title,242_Species,243_Life_Stage,244_List,248_Adipose_Clip_Sta,249_Fork_Length_mm,250_Height_mm,251_Weight_g,252_Are_you_collecti,254_DNA_sample__What,255_Gill_Vial_,256_Time_gill_sample,258_Clinical_Signs_c,259__of_Adult_Motile,260_Clinical_Comment,266_Is_this_a_lethal,268_Lethal_Sample_,269_Type_of_Lethal_S,271_Fish_Photo_clini,272_Comments
55ae84ac-8ad7-49e8-a02b-ed1345c9cb72,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:19:41.132Z,2024-03-28T04:33:22.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.57,No,,,,NA,NA,NA,No,,,NA,
d2de75ec-1237-4169-a2ea-572d6a56a438,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:21:50.382Z,2024-03-28T04:33:24.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
10c93b48-cc4d-43d9-9883-ff787ce62c64,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:22:56.656Z,2024-03-28T04:33:27.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.31,No,,,,NA,NA,NA,No,,,NA,
df69148d-2163-40eb-bbeb-19cc416a9702,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:23:55.263Z,2024-03-28T04:33:28.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
2da54be9-8cfb-49c8-ae61-e916fa2be5c8,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:24:48.134Z,2024-03-28T04:33:30.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
5e27f7b0-de2e-4877-990d-dafd328dbb22,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:26:24.961Z,2024-03-28T04:33:33.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
c0acd2e2-e524-44bf-9c4f-a29a00362c2e,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:27:37.102Z,2024-03-28T04:33:35.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
a97c29e6-267b-472c-ab04-85155eb1e729,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:28:25.324Z,2024-03-28T04:33:37.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
b27542d8-f765-42f3-a660-75c00df06e70,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:29:06.944Z,2024-03-28T04:33:39.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
0ea897c7-fe59-440e-ac8d-4ed2be4b118a,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:31:54.646Z,2024-03-28T04:33:41.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
93fb2cc8-aa1a-414c-8bc8-cff88a3ca788,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:34:28.378Z,2024-03-28T04:33:43.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,32,NA,0.26,No,,,,NA,NA,NA,No,,,NA,
197f4661-14cf-4ce3-a6b3-3da964cb7efd,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:35:10.817Z,2024-03-28T04:33:46.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
8047b72b-8018-49c3-886b-253e6162fe43,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:35:56.219Z,2024-03-28T04:33:48.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
45123299-58b2-477d-8a62-4025cdc5a920,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:36:56.992Z,2024-03-28T04:33:50.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,33,NA,0.26,No,,,,NA,NA,NA,No,,,NA,
5b29c3f9-ca16-4ac1-8d1b-5b68a36b09c6,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:37:57.450Z,2024-03-28T04:33:52.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.38,No,,,,NA,NA,NA,No,,,NA,
8d5b3f40-d045-49ad-baad-a336e2795ca6,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:38:56.792Z,2024-03-28T04:33:54.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
0306c0b4-d3b9-49af-8905-fec4f62828ab,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:42:00.242Z,2024-03-28T04:33:56.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.55,No,,,,NA,NA,NA,No,,,NA,
4028e1f3-a4c4-4995-ad8b-9c993344b368,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:44:35.454Z,2024-03-28T04:33:59.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
06b9aa86-1cfa-4831-bc28-999c942126a2,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:45:27.097Z,2024-03-28T04:34:01.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
56710724-7c5a-4b10-a56e-85d68c31026d,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:46:13.153Z,2024-03-28T04:34:02.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.3,No,,,,NA,NA,NA,No,,,NA,
13b731c9-597a-4f65-8727-725fbe249fb0,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:46:56.467Z,2024-03-28T04:34:05.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
999e9060-17ac-4f1d-94b4-7360b54145b9,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:47:48.229Z,2024-03-28T04:34:07.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
4c73249b-a6b2-406c-b6e5-4ef34d6bcf94,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:52:22.390Z,2024-03-28T04:34:09.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
bbecb621-70cf-43ad-999f-431ec2aaa2c2,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:55:34.329Z,2024-03-28T04:34:11.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,34,NA,0.3,No,,,,NA,NA,NA,No,,,NA,
ea625b0c-1bd2-41ab-80f2-8ed3f5ef390d,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:56:22.383Z,2024-03-28T04:34:13.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
36bff4fa-9895-482a-b322-f2590f726f79,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:57:32.190Z,2024-03-28T04:34:15.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
7baf3cc5-721f-4cf3-8a6d-fe90f7e17183,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:58:16.395Z,2024-03-28T04:34:17.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
d76cbf55-dc6e-45f9-8028-956db58d8454,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:59:15.666Z,2024-03-28T04:34:19.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.53,No,,,,NA,NA,NA,No,,,NA,
426f8a52-6204-4cb5-8ec6-05c78f2a5a88,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T17:00:12.901Z,2024-03-28T04:34:21.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
f37e5338-a857-46e9-b4dd-93f82a268222,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T17:03:16.672Z,2024-03-28T04:34:24.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,35,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
19efb0ef-c511-4cca-9bf9-56ce48b08211,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T17:04:55.506Z,2024-03-28T04:34:25.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
b9e3585f-c7cb-47fe-bb39-a78d8834bdc1,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T17:05:58.999Z,2024-03-28T04:34:55.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
082720b8-bccf-44ee-8704-74aa097b9a6d,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T17:08:01.080Z,2024-03-28T04:34:57.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
bbb29a3c-2902-4117-b239-27e2bbf39ba0,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:10:01.509Z,2024-03-28T04:34:59.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.53,No,,,,NA,NA,NA,No,,,NA,
03549af8-b524-43c5-9f72-e58c22487189,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:11:50.921Z,2024-03-28T04:35:01.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
13c75bcd-4b72-4012-8a72-12401fcf19f0,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:12:45.126Z,2024-03-28T04:40:20.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.68,No,,,,NA,NA,NA,No,,,NA,
b31a8f35-687e-484d-a517-835134141a99,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:14:26.370Z,2024-03-28T04:40:22.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
e0d3fb24-6338-40d5-8681-03cbf103c09f,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:15:13.874Z,2024-03-28T04:40:24.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
5698867f-beed-46c2-b307-9d88bb3616b8,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:16:40.967Z,2024-03-28T04:40:26.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
70a6182c-0c5d-4cec-a95a-1f2621c75cf5,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:19:04.715Z,2024-03-28T04:40:29.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
1ad93572-3102-4a5a-a66b-984c9200321d,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:19:49.220Z,2024-03-28T04:40:30.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
d18b957b-6197-4022-bc65-67191f11a961,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:24:22.477Z,2024-03-28T04:40:32.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
17b1e219-45ee-4265-940e-0cc3c2fb2ae9,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:25:32.265Z,2024-03-28T04:41:13.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,0.41,NA,0.61,No,,,,NA,NA,NA,No,,,NA,
9aa9bfd4-15f7-49be-b878-0c0bbf723e5e,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:26:49.956Z,2024-03-28T04:41:16.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.48,No,,,,NA,NA,NA,No,,,NA,
6d28bb8a-88bc-4b79-847b-7b09faa58689,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:28:55.631Z,2024-03-28T04:41:17.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,39,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
79a5be5d-e159-4440-ae71-68e77d169304,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:29:55.190Z,2024-03-28T04:41:19.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
2a34b31f-42e3-4a23-8cb5-7d015ef63113,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:30:47.512Z,2024-03-28T04:41:22.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.49,No,,,,NA,NA,NA,No,,,NA,
3408b8d0-371a-44dd-8363-8027003302b9,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:33:29.283Z,2024-03-28T04:41:24.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.53,No,,,,NA,NA,NA,No,,,NA,
54c1db9b-5855-49ef-b5ec-d3f52866688c,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:34:06.937Z,2024-03-28T04:41:26.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
397862cb-d296-477f-b2b5-fbb217def347,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:34:57.087Z,2024-03-28T04:41:28.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
96c23fde-9ab6-46a5-bc4e-c081add7c161,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:36:26.703Z,2024-03-28T04:41:30.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,37,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
8ff6468e-24cc-41c9-9c0a-2bfd01b360f2,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:37:10.523Z,2024-03-28T04:41:32.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.5,No,,,,NA,NA,NA,No,,,NA,
967ae791-f05a-4bcc-88e5-898da8b7990a,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:38:11.799Z,2024-03-28T04:41:34.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
658ebe38-80e1-4ea7-8b20-01628e8a1a7d,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:39:15.520Z,2024-03-28T04:41:36.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
df256deb-2116-443f-8d8a-ea025e00916d,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:39:59.570Z,2024-03-28T04:41:38.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
934ab4ba-586b-4e8b-a674-c6386c24f4b5,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:42:27.240Z,2024-03-28T04:41:40.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.44,No,,,,NA,NA,NA,No,,,NA,
cf8f61c0-0bdb-4bb0-a710-f3d2594b75e9,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:44:24.269Z,2024-03-28T04:41:42.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
ef5ab7c9-a8d6-4468-9b67-1209af06a873,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:46:51.966Z,2024-03-28T04:41:44.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
e465bfd0-f75f-48ac-8301-b461b80aaedb,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:47:50.958Z,2024-03-28T04:41:47.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
60b69741-745b-4593-881d-cfb622829f93,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:48:49.775Z,2024-03-28T04:41:49.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
c097367f-9839-4345-b180-0a2b4d8abb6c,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:51:45.984Z,2024-03-28T04:41:51.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
f9d0655c-b9c8-491d-a81d-28e9927fdffd,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T18:53:31.227Z,2024-03-28T04:41:53.000Z,research@pacheedaht.ca,Other Fry,Other,Fry,NA,Not clipped,NA,NA,NA,No,,,,NA,NA,NA,No,,,NA,One unidentified mort
9ba788b4-ff3a-4ae4-a583-c72f109c5d08,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T16:56:49.219Z,2024-03-28T20:48:01.000Z,research@pacheedaht.ca,Coho 34,Coho,Fry,NA,Not clipped,34,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
bcb7ea6d-604d-4034-aa93-61c134d7ceff,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T16:58:23.282Z,2024-03-28T20:48:02.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
cbe0b307-c354-4bc1-b67e-805cc2dff469,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:07:27.470Z,2024-03-28T20:48:04.000Z,research@pacheedaht.ca,Chinook 35,Chinook,Fry,NA,Not clipped,35,NA,0.3,No,,,,NA,NA,NA,No,,,NA,Recap bismark
5c8eb18e-6fbf-40a6-b4eb-b990315f7e8c,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:08:37.659Z,2024-03-28T20:48:07.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
54dd6b60-a4f4-4a99-a10e-91eba39d9a6c,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:09:42.995Z,2024-03-28T20:48:09.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
d0b8b74d-576d-4b7c-b997-4523cde40ee0,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:10:33.423Z,2024-03-28T20:48:11.000Z,research@pacheedaht.ca,Coho 37,Coho,Fry,NA,Not clipped,37,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
5c90d702-e966-46dc-9c26-68fd286f6556,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:13:48.645Z,2024-03-28T20:48:14.000Z,research@pacheedaht.ca,Coho 31,Coho,Fry,NA,Not clipped,31,NA,0.29,No,,,,NA,NA,NA,No,,,NA,
81ab938f-52df-4773-a53f-13ade364cf39,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:15:52.517Z,2024-03-28T20:48:16.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
3f204d95-bb75-40a3-adeb-9184dd628698,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:17:17.059Z,2024-03-28T20:48:18.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
32f9dc5d-2ceb-47ed-b55f-25fc61135846,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:18:15.486Z,2024-03-28T20:48:20.000Z,research@pacheedaht.ca,Chinook 40,Chinook,Fry,NA,Not clipped,40,NA,0.55,No,,,,NA,NA,NA,No,,,NA,
a3b8da31-ee24-4572-a0b7-70f78fd7ac77,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:21:25.108Z,2024-03-28T20:48:22.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.38,No,,,,NA,NA,NA,No,,,NA,
6c4a865d-97d1-447a-a873-0d219b729b21,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:23:00.379Z,2024-03-28T20:48:24.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.25,No,,,,NA,NA,NA,No,,,NA,Recap
45ff0a94-5882-416d-92a9-a5672d9c3299,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:24:19.007Z,2024-03-28T20:48:26.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
aa2e3721-cd83-4dc9-8be9-acd0f69f82f1,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:25:40.452Z,2024-03-28T20:48:28.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
975d5aab-7ebc-45d8-b8da-11f4db61cf4f,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:26:33.186Z,2024-03-28T20:48:30.000Z,research@pacheedaht.ca,Coho 39,Coho,Fry,NA,Not clipped,39,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
6fb3a0bd-7f21-402b-b072-f0e6cd0a845f,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:27:42.308Z,2024-03-28T20:48:32.000Z,research@pacheedaht.ca,Coho 93,Coho,Smolt,NA,Not clipped,93,NA,9.15,No,,,,NA,NA,NA,No,,,NA,
bc1e4aef-0ab2-4293-8cbd-97e74111a872,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:28:30.514Z,2024-03-28T20:48:34.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
35b7e5d1-38f9-4b81-a4ed-8e1d7974fc30,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:30:26.076Z,2024-03-28T20:48:38.000Z,research@pacheedaht.ca,Chinook 41,Chinook,Fry,NA,Not clipped,41,NA,0.63,No,,,,NA,NA,NA,No,,,NA,
33efd980-34a4-4f76-94fa-7b04f19b743f,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:32:39.956Z,2024-03-28T20:48:36.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
39e9ebc0-b401-4940-96a5-a988eb5dda71,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:33:56.414Z,2024-03-28T20:48:40.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
917c624a-9974-49cf-84b9-83cb4700c506,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:36:39.430Z,2024-03-28T20:49:23.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
5ee928bb-8b7e-468b-be07-733a0761581f,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:37:42.503Z,2024-03-28T20:49:25.000Z,research@pacheedaht.ca,Coho 36,Coho,Fry,NA,Not clipped,36,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
5a8729d7-ed70-43e3-80df-cffff6fb0046,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:38:54.525Z,2024-03-28T20:49:27.000Z,research@pacheedaht.ca,Coho 34,Coho,Fry,NA,Not clipped,34,NA,0.34,No,,,,NA,NA,NA,No,,,NA,
1665c145-d9fa-4c4a-9617-d64c4f6011af,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:39:49.834Z,2024-03-28T20:49:29.000Z,research@pacheedaht.ca,Coho 37,Coho,Fry,NA,Not clipped,37,NA,0.44,No,,,,NA,NA,NA,No,,,NA,
6e95544c-f3e5-4335-983e-026632e8f47d,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:40:45.744Z,2024-03-28T20:49:31.000Z,research@pacheedaht.ca,Coho 37,Coho,Fry,NA,Not clipped,37,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
1990ef7d-0c89-47ea-806f-e25bae1c5a3c,18d38119-400d-42f2-af3f-7fc489133527,2024-03-28T17:41:40.668Z,2024-03-28T20:49:33.000Z,research@pacheedaht.ca,Coho 35,Coho,Fry,NA,Not clipped,35,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
